prive_code	description	group	phenocode	description_more	coding	coding_description	pops	num_pops	pops_pass_qc	num_pops_pass_qc	n_cases_full_cohort_both_sexes	n_cases_full_cohort_females	n_cases_full_cohort_males	n_cases_hq_cohort_both_sexes	n_cases_hq_cohort_females	n_cases_hq_cohort_males	n_cases_AFR	n_cases_AMR	n_cases_CSA	n_cases_EAS	n_cases_EUR	n_cases_MID	n_controls_AFR	n_controls_AMR	n_controls_CSA	n_controls_EAS	n_controls_EUR	n_controls_MID	filename	aws_link	wget	size_in_bytes	description_panUKB	proxy_GWAS	short_label	use_in_analysis	N	N_case	N_control	ldsc_int	ldsc_int_se	ldsc_h2	ldsc_h2_se	ldpred2_n_keep	ldpred2_h2	ldpred2_p	PGS_trait_type	GWAS_trait_type	prevalence	N_total	group_consolidated	Nsize_Caribbean	Nsize_China	Nsize_India	Nsize_Iran	Nsize_Italy	Nsize_Nigeria	Nsize_Poland	Nsize_United	pcor_Caribbean	pcor_China	pcor_India	pcor_Iran	pcor_Italy	pcor_Nigeria	pcor_Poland	pcor_United	inf_Caribbean	inf_China	inf_India	inf_Iran	inf_Italy	inf_Nigeria	inf_Poland	inf_United	sup_Caribbean	sup_China	sup_India	sup_Iran	sup_Italy	sup_Nigeria	sup_Poland	sup_United	cMperMb	n_sig_SNPs	gini_panUKB	beta_pop	gini_meta	gini_AFR	gini_CSA	gini_EUR	gini_AMR	gini_EAS	gini_meta_hq	portability_index	portability_index_SE	portability_index_P	log_F	traitLD_unadj_EUR	traitLD_adj_EUR	traitLD_unadj_AFR	traitLD_adj_AFR	traitLD_unadj_AMR	traitLD_adj_AMR	traitLD_unadj_CSA	traitLD_adj_CSA	traitLD_unadj_EAS	traitLD_adj_EAS	traitLD_unadj_mean	traitLD_unadj_sd	traitLD_unadj_max	traitLD_unadj_min	traitLD_unadj_range	traitLD_unadj_ratio	traitLD_unadj_CoV
log_platelet_crit	Platelet crit	biological measures	30090	"Result of """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Platelet Crit"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Platelet Crit is a computed value that represents the platelet packed cell volume."		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	427931	230836	197093	416520	224153	192367	6281	950	8532	2632	407988	1548							continuous-30090-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30090-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30090-both_sexes-irnt.tsv.bgz	2379436752	Platelet crit	FALSE	Platelet crit	TRUE	379376			1.15	0.0211	0.212	0.0184	29	0.233	0.00672	quantitative	quantitative		379376	biological measures	2343	1762	6076	1153	6436	3711	4002	19422	0.1795	0.3104	0.3614	0.3976	0.4086	0.1907	0.4361	0.4299	0.1398	0.2674	0.3393	0.3474	0.388	0.1594	0.4106	0.4184	0.2185	0.3523	0.3831	0.4455	0.4288	0.2216	0.4609	0.4413		12639	0.393401425069212	meta2use_WC	0.392019209070185	0.412624974203859	0.35440254255368	0.393611437887526	0.378843414890306	0.463066573846673	0.393401425069212	-0.00121442179174026	0.000118579769865296	1.82773424877481e-05	0.906476158622459	129.553307836482	-0.140985956860124	141.855161378788	-0.0128426568882816	140.392343321387	-0.219197930119593	164.442561151757	0.050051686245504	232.317887971253	0.168329841173031	161.712252331933	41.4597716548371	232.317887971253	129.553307836482	102.764580134771	1.79322235650268	0.256379903544575
log_platelet_volume	Mean platelet (thrombocyte) volume	biological measures	30100	"Result of """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Mean Platelet Volume"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Mean Platelet Volume is the average volume of individual platelets derived from the platelet histogram."		""	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR	3	427930	230835	197093	422800	227832	194968	6281	950	8532	2632	407987	1548							continuous-30100-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30100-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30100-both_sexes-irnt.tsv.bgz	2379426367	Mean platelet (thrombocyte) volume	FALSE	Platelet volume	TRUE	379424			1.18	0.0226	0.368	0.0456	30	0.392	0.00378	quantitative	quantitative		379424	biological measures	2343	1762	6078	1153	6437	3711	4002	19423	0.3353	0.4452	0.5282	0.5283	0.5713	0.3125	0.6067	0.6032	0.2987	0.4067	0.5098	0.485	0.5546	0.2831	0.5867	0.5942	0.3709	0.4821	0.5461	0.5691	0.5875	0.3414	0.626	0.6121		21733	0.398782512138593	meta2use_WC	0.398508998431118	0.301154319872235	0.371802264634344	0.391030967048136	0.408135158025141	0.427943890137119	0.398782512138593	-0.00103045017116272	7.49823005394423e-05	2.54744920807931e-06	2.27800836937007	186.238213283769	-0.00892146877623834	137.636543606335	0.0903025961558183	158.709558009107	-0.113579536130617	162.939337597021	0.00930312344546239	213.08877428211	0.130412169455275	171.722485355668	28.853975481918	213.08877428211	137.636543606335	75.4522306757746	1.54819910976246	0.168026775422894
log_platelet_width	Platelet distribution width	biological measures	30110	"Result of """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Platelet Distribution Width"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Platelet Distribution Width is the coefficient of variation of platelet size."		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	427930	230835	197093	416519	224152	192367	6281	950	8532	2632	407987	1548							continuous-30110-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30110-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30110-both_sexes-irnt.tsv.bgz	2380647684	Platelet distribution width	FALSE	Platelet distribution width	TRUE	379424			1.12	0.022	0.223	0.0245	30	0.249	0.00336	quantitative	quantitative		379424	biological measures	2343	1762	6078	1153	6437	3711	4002	19423	0.227	0.3413	0.4365	0.4507	0.4481	0.2247	0.4717	0.4623	0.188	0.2991	0.4158	0.403	0.4283	0.1938	0.4471	0.4511	0.2652	0.3821	0.4566	0.4959	0.4674	0.2551	0.4955	0.4733		11553	0.389871654707528	meta2use_WC	0.387714280759247	0.458622034649805	0.395001895131533	0.379438625833717	0.426532554247911	0.401439048215882	0.389871654707528	-0.00106214643630917	0.000123969245000168	5.8681945336063e-05	2.11552309855982	175.871915977779	0.0881802821085397	116.957108589365	-0.188138786883902	166.360090630134	-0.0621074971019578	136.749071891206	0.0562051809648391	157.802309918662	-0.148984595224154	150.748099401429	23.7829042949008	175.871915977779	116.957108589365	58.9148073884139	1.50373002632327	0.157765864971664
log_platelet	Platelet count	biological measures	30080	"Result of """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Platelet Count"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Platelet count is the number of thrombocytes derived from the platelet histogram."		""	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR	3	427935	230838	197095	422805	227835	194970	6281	950	8532	2632	407992	1548							continuous-30080-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30080-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30080-both_sexes-irnt.tsv.bgz	2378248073	Platelet count	FALSE	Platelet count	TRUE	379380			1.15	0.0213	0.258	0.0201	30	0.276	0.00622	quantitative	quantitative		379380	biological measures	2343	1762	6076	1153	6436	3711	4002	19422	0.2414	0.3503	0.4242	0.4562	0.4739	0.2443	0.4742	0.4839	0.2028	0.3084	0.4034	0.4088	0.4547	0.2137	0.4498	0.473	0.2794	0.3908	0.4447	0.5011	0.4927	0.2744	0.498	0.4946		16045	0.372779942243124	meta2use_WC	0.372781092509523	0.378927293253464	0.335174297831852	0.3523296290331	0.354164890703728	0.359711785206522	0.372779942243124	-0.00108092747043921	9.02964602086093e-05	6.46285202124006e-06	2.34374833293285	212.138648592886	0.0898448749151078	143.370914044848	-0.0466507675594179	174.501553975233	-0.0150326103049802	192.963894079765	0.116331353829286	231.979767387063	0.142608755046124	190.990955615959	34.1715116015477	231.979767387063	143.370914044848	88.6088533422148	1.61803925804991	0.17891690992038
log_potassium_urine	Potassium in urine	biological measures	30520	Measured by ISE (ion selective electrode) analysis on a Beckman Coulter AU5400.		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	427508	230515	196979	417578	224443	193121	6375	938	8456	2617	407598	1524							continuous-30520-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30520-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30520-both_sexes-irnt.tsv.bgz	2389965749	Potassium in urine	FALSE	Potassium (urine)	TRUE	379095			0.991	0.00824	0.0462	0.00214	22	0.0435	0.0224	quantitative	quantitative		379095	biological measures	2382	1743	6020	1146	6432	3772	3970	19363	0.0381	0.0368	0.0626	0.0884	0.0709	0.0225	0.0851	0.0706	-0.0022	-0.0104	0.0373	0.0302	0.0465	-0.0095	0.0541	0.0565	0.0783	0.0839	0.0877	0.1461	0.0952	0.0545	0.116	0.0846		715	0.798219845883872	meta2use_WC	0.711267179164118	0.677589551920115	0.81376172763046	0.754298755232257	0.549235167323521	0.818494026686434	0.798219845883872	-0.00126049953965957	0.000275470678554914	0.00255645742751456	2.21809981521691	610.847474992973	1.1285514196882	206.939669946394	1.09920324290972	283.028201866112	0.715692467764121	208.036644775335	0.518084394360198	272.192888490803	0.473352489575529	316.208976014323	168.442318991242	610.847474992973	206.939669946394	403.907805046579	2.95181429037365	0.532693034569682
log_pulse_rate	Pulse rate, automated reading	physical measures	102	This is the pulse rate measured during the automated blood pressure readings.		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	416959	225161	191786	405308	218306	186992	6551	959	8641	2600	396667	1541							continuous-102-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102-both_sexes-irnt.tsv.bgz	2379237307	Pulse rate, automated reading	FALSE	Pulse rate	TRUE	365134			1.04	0.0134	0.151	0.00765	28	0.146	0.0105	quantitative	quantitative		365134	physical measures	2438	1719	6098	1151	6338	3850	3930	18718	0.1477	0.1969	0.2364	0.2658	0.2694	0.1343	0.2436	0.2692	0.1085	0.1508	0.2125	0.2107	0.2463	0.103	0.2139	0.2559	0.1865	0.2422	0.26	0.3191	0.2921	0.1652	0.2729	0.2825		4141	0.316142822656017	meta2use_WC	0.31738520469213	0.452748451540921	0.352999539311082	0.315173831176493	0.346729539415615	0.418643757361794	0.316142822656017	-0.00103729521079696	9.62905017984473e-05	1.30725004198023e-05	1.30513745584914	153.984078211713	-0.0401839629262875	127.382775170851	-0.0536772047582185	147.944864569494	-0.129170607657809	135.494436253737	-0.176161554145588	141.926355178737	-0.166806913942945	141.346501876906	10.4021066528843	153.984078211713	127.382775170851	26.6013030408618	1.2088296710853	0.0735929542985304
log_reticulocyte	Reticulocyte count	biological measures	30250	"Result of """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Reticulocytes Number"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Reticulocytes count is computed from the reticulocyte per cent multiplied by the red blood cell count."		""	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EAS,EUR	4	420794	226909	193883	418350	225669	192681	6108	926	8315	2582	401345	1518							continuous-30250-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30250-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30250-both_sexes-irnt.tsv.bgz	2368921677	Reticulocyte count	FALSE	Reticulocyte count	TRUE	373106			1.1	0.0177	0.195	0.0131	29	0.209	0.00774	quantitative	quantitative		373106	biological measures	2294	1722	5935	1127	6297	3602	3923	19117	0.1931	0.2708	0.2981	0.3116	0.3753	0.1736	0.3757	0.3967	0.1532	0.2261	0.2747	0.2574	0.3538	0.1416	0.3485	0.3847	0.2323	0.3142	0.3211	0.3638	0.3963	0.2052	0.4024	0.4086		8637	0.334991349238912	meta2use_WC	0.322104464241726	0.756342034551312	0.373911520613299	0.333158849882648	0.390661135135964	0.391717712172023	0.334991349238912	-0.00125972353425125	9.02093645290295e-05	2.28529387621871e-06	2.27740159811266	394.144601025947	0.502127237994446	304.210143249395	1.52024769178628	241.209224331568	0.508464638690902	252.471970984347	0.262352563216328	261.46762472786	0.21713920150644	290.700712863823	62.5471028350467	394.144601025947	241.209224331568	152.93537669438	1.63403618629507	0.215159784848365
log_SHBG	Sex hormone binding globulin (SHBG)	biological measures	30830	""		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	381526	204354	177172	372641	198951	173690	5709	849	7643	2327	363650	1348							biomarkers-30830-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30830-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30830-both_sexes-irnt.tsv.bgz	2380784638	SHBG	TRUE	SHBG	TRUE	337959			1.08	0.0157	0.246	0.0652	30	0.232	0.00488	quantitative	quantitative		337959	biological measures	2140	1548	5437	1025	5738	3374	3563	17266	0.2192	0.3607	0.3532	0.3846	0.4056	0.1912	0.3909	0.4274	0.1783	0.3163	0.3297	0.3307	0.3837	0.1584	0.3627	0.4152	0.2594	0.4035	0.3763	0.4361	0.427	0.2236	0.4185	0.4396		7123	0.61788460299645	meta2use_WC	0.618878320403765	0.612177373868979	0.61644377895388	0.617361222642129	0.601937154202048	0.686759781901563	0.61788460299645	-0.00106982580891104	0.000137985020009352	0.000111277610715471	2.39974079296499	102.634273366617	-0.310743837012652	88.5476761146602	-0.41450665323238	107.125284842083	-0.469873979198386	94.0059634790773	-0.484232276981056	90.6045399039509	-0.676874455261802	96.5835475412776	7.97977458708365	107.125284842083	88.5476761146602	18.5776087274226	1.20980345891141	0.0826204337097193
log_sleep	Sleep duration	lifestyle and environment	1160	"ACE touchscreen question """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""About how many hours sleep do you get in every 24 hours? (please include naps)"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" The following checks were performed:  If answer   If answer > 23 then rejected  If answer   If answer > 12 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If the time you spend sleeping varies a lot, give the average time for a 24 hour day in the last 4 weeks."		""	AFR,AMR,EAS,EUR,MID	5	EUR,MID	2	429528	232661	196854	419556	226544	192999	6382	959		2631	418009	1547							continuous-1160-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1160-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1160-both_sexes.tsv.bgz	2121213809	Sleep duration	FALSE	Sleep duration	TRUE	387799			0.995	0.00954	0.0746	0.00299	24	0.0722	0.0285	quantitative	quantitative		387799	lifestyle/psychological	2358	1773	6129	1136	6577	3721	4085	19860	0.0669	0.0557	0.0715	0.099	0.1414	0.0234	0.1396	0.1275	0.0264	0.0089	0.0465	0.0405	0.1176	-0.0089	0.1093	0.1138	0.1071	0.1022	0.0964	0.1567	0.165	0.0555	0.1696	0.1412		880	0.442150082002267	meta2use_WC	0.436403699002887	0.67674721196014	0.517565402089542	0.442273518817042	0.468361129748459	0.591070483471634	0.442150082002267	-0.00165571298662735	0.000210246184207412	0.000100768166714037	2.58842644728744	279.025038534904	0.413538605993628	122.958631976054	0.116036160127273	219.427523662032	0.233052785464873	201.72752763368	0.200452496430864	175.797638808886	0.073167172978178	199.787272123111	57.3285926726036	279.025038534904	122.958631976054	156.06640655885	2.26925945784143	0.28694817274084
log_triglycerides	Triglycerides	biological measures	30870	""		""	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR	3	420271	227138	193133	415265	224196	191069	6211	937	8415	2570	400639	1499							biomarkers-30870-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30870-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30870-both_sexes-irnt.tsv.bgz	2376332992	Triglycerides	FALSE	Triglycerides	TRUE	372674			1.1	0.0184	0.203	0.0268	30	0.199	0.00622	quantitative	quantitative		372674	biological measures	2345	1716	5996	1122	6319	3653	3948	18986	0.1921	0.2738	0.3582	0.3051	0.3539	0.1492	0.3597	0.3705	0.1526	0.2292	0.3359	0.2505	0.3321	0.1172	0.3322	0.3582	0.2309	0.3173	0.3801	0.3577	0.3753	0.1808	0.3867	0.3827		7127	0.463472979784021	meta2use_WC	0.463915124977271	0.49114275267926	0.509715628911743	0.466918071902003	0.505555075866496	0.593243371215135	0.463472979784021	-0.00114645234128671	0.00012993803970616	4.85283877331969e-05	2.14579918676212	211.290372588354	0.18918157749184	157.367450785769	0.0516414103166835	179.122647882863	0.0504954222925609	164.801321579095	0.0521556031378024	169.809303848835	-0.0719716111854654	176.478219336983	21.0055044332759	211.290372588354	157.367450785769	53.9229218025851	1.34265613081572	0.119026044756074
log_urea	Urea	biological measures	30670	""		""	AFR,AMR,CSA,EAS,EUR,MID	6	""	0	420326	227123	193203				6213	938	8422	2569	400687	1497							biomarkers-30670-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30670-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30670-both_sexes-irnt.tsv.bgz	2083465623	Urea	FALSE	Urea	TRUE	372717			1.05	0.0146	0.114	0.00593	28	0.114	0.00804	quantitative	quantitative		372717	biological measures	2345	1715	6003	1124	6320	3655	3950	18989	0.16	0.1944	0.2101	0.2276	0.2435	0.0842	0.2562	0.2537	0.1202	0.1481	0.1858	0.1709	0.2201	0.0518	0.2268	0.2404	0.1994	0.2398	0.2342	0.2828	0.2665	0.1164	0.2852	0.267		3031	0.33563311883518	meta2use_WC	0.334836492684324	0.449013496015244	0.332012534262725	0.33595480456793	0.366972076287039	0.479248782470228	0.33563311883518	-0.00112352457255263	0.000143486346720147	0.000104505259374249	2.50071926015247	127.762550070588	-0.188339604316697	106.788991906925	-0.23087616833204	128.474439423804	-0.295837025860958	135.463373507342	-0.227044229757126	123.104143445036	-0.403192440009769	124.318699670739	10.7482537477737	135.463373507342	106.788991906925	28.6743816004171	1.26851439542953	0.0864572568426209
log_ventricular_rate	Ventricular rate	physical measures	12336	Ventricular rate during ECG measurement.		""	AFR,CSA,EAS,EUR	4	""	0	33330	17082	16248				196		370	167	32597								continuous-12336-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-12336-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-12336-both_sexes-irnt.tsv.bgz	1407447330	Ventricular rate	FALSE	Ventricular rate	TRUE	33819			1.01	0.00713	0.14	0.0184	19	0.146	0.00297	quantitative	quantitative		33819	physical measures	78	137	307	50	490	140	329	1711	0.0409	-0.0998	0.025	-0.2266	0.1205	-0.1197	0.0953	0.1331	-0.2198	-0.2763	-0.0911	-0.5425	0.0304	-0.2927	-0.0164	0.086	0.296	0.0832	0.1404	0.1456	0.2087	0.0608	0.2047	0.1796		137	0.927019129958993	meta2use_WC	0.927019129958993	0.958679099613673	0.938097243574228	0.927059634678266	0.944155131528688	0.954383601165458		-0.00435169623395834	0.00133838642042021	0.0140291421021864	2.46035876946395	189.175935025134	0.0126313255020478	150.690600404469	0.281500942936858	190.130179334496	0.03419051701897	192.899976502305	0.0933597839624633	168.761516847842	-0.0225323579727507	178.331641622849	18.1979052402558	192.899976502305	150.690600404469	42.2093760978353	1.28010623081029	0.102045296474881
log_vitaminD	Vitamin D	biological measures	30890	""		""	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR,MID	4	401516	214273	187243	398140	212065	186075	6046	892	7380	2484	383324	1390							biomarkers-30890-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30890-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30890-both_sexes-irnt.tsv.bgz	2335565430	Vitamin D	FALSE	Vitamin D	TRUE	356607			1.02	0.0114	0.0912	0.018	29	0.0731	0.00212	quantitative	quantitative		356607	biological measures	2266	1662	5186	1036	6046	3569	3778	18172	0.0616	0.081	0.0774	0.1893	0.2179	0.0393	0.1838	0.2293	0.0203	0.0327	0.0502	0.1293	0.1937	0.0064	0.1527	0.2154	0.1027	0.1289	0.1044	0.2479	0.2418	0.0721	0.2145	0.243		2045	0.555375334803593	meta2use_WC	0.555463498042894	0.659632892681398	0.58956608418649	0.547782913364324	0.571485907328655	0.70988221383012	0.555375334803593	-0.00203597051648168	0.000209883487749908	2.61339030128442e-05	2.36799217161756	97.6329116454577	-0.0228406858172992	108.579678013794	0.309485206611088	113.471077068958	-0.288167314851125	101.364025125907	-0.0807415370521071	129.629541759832	-0.148667324966265	110.13544672279	12.518164877345	129.629541759832	97.6329116454577	31.9966301143742	1.32772381336497	0.113661543579636
log_waist_circ	Waist circumference	physical measures	48	Waist circumference		""	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR,MID	4	440409	238099	202296	436736	235686	201036	6570	975	8783	2698	419807	1576							continuous-48-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-48-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-48-both_sexes-irnt.tsv.bgz	2339449122	Waist circumference	FALSE	Waist circumference	TRUE	390442			1.04	0.0146	0.207	0.00591	27	0.213	0.0398	quantitative	quantitative		390442	physical measures	2457	1802	6267	1181	6637	3868	4125	19966	0.1624	0.2068	0.255	0.248	0.303	0.1264	0.3113	0.3233	0.1235	0.1619	0.2317	0.1932	0.281	0.0952	0.2834	0.3108	0.2008	0.2508	0.2781	0.3012	0.3247	0.1574	0.3387	0.3356		4390	0.441514870318606	meta2use_WC	0.441453619397902	0.487216806676763	0.300481897365689	0.239901977763962	0.2430972134843	0.236747670291604	0.441514870318606	-0.001311269635357	8.11032089140023e-05	8.42329614172297e-07	2.1598702563457	188.293095014048	0.209038855669567	118.190719739304	0.24029570213581	176.950757300644	0.155384558071242	164.28920504721	0.103754984475996	175.818951937617	0.106833648164147	164.708545807765	27.3570275097608	188.293095014048	118.190719739304	70.1023752747439	1.59312926961922	0.166093552557315
log_water_mass	Whole body water mass	physical measures	23102	Body composition estimation by impedance measurement. Body water mass Units in Kg. Increments in 0.1 Kg.		""	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR,MID	4	433465	234611	198840	429841	232237	197590	6458	962	8658	2662	413190	1535							continuous-23102-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23102-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23102-both_sexes-irnt.tsv.bgz	2336589349	Whole body water mass	FALSE	Water mass	TRUE	384262			1.15	0.022	0.3	0.00958	29	0.334	0.029	quantitative	quantitative		384262	physical measures	2420	1782	6185	1152	6539	3801	4073	19641	0.2518	0.3166	0.3881	0.3695	0.4309	0.1924	0.4477	0.4574	0.2139	0.274	0.3667	0.3181	0.4109	0.1615	0.4228	0.4462	0.2889	0.358	0.4091	0.4188	0.4505	0.2229	0.472	0.4684		14461	0.29980164169351	meta2use_WC	0.299793825702739	0.334192450345965	0.246588592733617	0.255138657665495	0.297046262393824	0.324179607642917	0.29980164169351	-0.00118006976322906	8.35567267768773e-05	2.11675177344304e-06	2.45975175721595	398.635175430673	0.559161895217895	180.409732075451	0.33466037272741	279.21169871427	0.42076612882235	246.581716555422	0.538144542114013	259.029783378399	0.346999538107124	272.773621230843	79.5119120582405	398.635175430673	180.409732075451	218.225443355222	2.2096101515408	0.291494139717239
lymphocyte_perc	Lymphocyte percentage	biological measures	30180	"Result of """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Lymphocytes Percentage"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Lymphocytes (Percentage) is calculated as the proportion of lymphocytes in the leukocytes."		""	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	427171	230437	196720	417330	224422	192894	6262	949	8502	2630	407282	1546							continuous-30180-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30180-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30180-both_sexes-irnt.tsv.bgz	2390905074	Lymphocyte percentage	FALSE	Lymphocyte %	TRUE	378466			1.12	0.0182	0.15	0.00964	29	0.163	0.00775	quantitative	quantitative		378466	biological measures	2337	1761	6056	1150	6417	3695	3992	19383	0.1708	0.2475	0.2722	0.2825	0.3022	0.1726	0.2972	0.314	0.131	0.2028	0.2487	0.228	0.2798	0.1411	0.2686	0.3012	0.21	0.291	0.2954	0.3353	0.3243	0.2038	0.3253	0.3266		6295	0.300802129472327	meta2use_WC	0.318072932458757	0.708824260602321	0.360481195545065	0.301330889962793	0.418264876446354	0.443447226627215	0.300802129472327	-0.000978074586648126	8.71331168408623e-05	9.93946131964851e-06	2.22042464886922	308.310320180637	0.300843250478857	132.860741860518	-0.196840845131601	265.773606081719	0.422033812224781	241.706412086689	0.221535872551492	245.658531102359	0.113067185541075	238.861922262384	64.8803783128555	308.310320180637	132.860741860518	175.449578320119	2.32055245110939	0.271622943072467
